movement_id,employee_id,movement_date,movement_type,old_department,new_department,old_sub_department,new_sub_department,old_job_level,new_job_level,old_manager_id,new_manager_id,old_location,new_location,country,business_unit,segment
MOV00000797,2462,2023-04-15,Reorganization,Regional Operations,Visual Merchandising,Region South,Merchandising,IC2,IC2,1085,1113,STORE-CL-003,STORE-CL-003,CL,Retail,retail_ops
MOV00000798,1885,2023-04-15,Reorganization,Customer Service,Sales,Escalations,Floor Sales,IC3,IC3,702,1629,SITE-BR-001,SITE-BR-001,BR,Retail,retail_ops
MOV00000799,174,2023-04-15,Reorganization,Regional Operations,Distribution Centers,Region South,Inbound,IC2,IC2,34,915,STORE-BR-007,STORE-BR-007,BR,Supply Chain,supply
MOV00000800,273,2023-04-15,Reorganization,Regional Operations,Product,Region North,Product Management,M1,M1,264,482,STORE-BR-017,STORE-BR-017,BR,Digital,digital
MOV00000801,1212,2023-04-15,Reorganization,Logistics,Customer Experience,Transportation,CX Design,IC2,IC2,1713,1638,DC-BR-005,DC-BR-005,BR,Customer,customer
MOV00000802,872,2023-04-15,Reorganization,Sales,Procurement,Floor Sales,Supplier Management,M3,M3,700,10,STORE-BR-038,STORE-BR-038,BR,Supply Chain,supply
MOV00000803,2519,2023-04-15,Reorganization,Regional Operations,Store Operations,Region North,Store Management,IC2,IC2,2432,760,STORE-BR-013,STORE-BR-013,BR,Retail,retail_ops
MOV00000804,929,2023-04-15,Reorganization,Engineering,Finance,Frontend,Treasury,M2,M2,210,1682,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000805,2496,2023-04-15,Reorganization,Planning,Visual Merchandising,Supply Planning,Store Design,IC2,IC2,2004,1031,DC-AR-001,DC-AR-001,AR,Retail,retail_ops
MOV00000806,1317,2023-04-15,Reorganization,Product,People,Product Ops,People Analytics,IC2,IC2,1042,1514,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000807,1218,2023-04-15,Reorganization,Distribution Centers,Sales,Inventory,Floor Sales,IC1,IC1,541,2566,DC-CL-001,DC-CL-001,CL,Retail,retail_ops
MOV00000808,102,2023-04-15,Reorganization,Regional Operations,Customer Service,Region South,Chat,IC1,IC1,1936,2325,STORE-MX-001,STORE-MX-001,MX,Customer,customer
MOV00000809,72,2023-04-15,Reorganization,Store Operations,Visual Merchandising,Stockroom,Merchandising,IC1,IC1,1956,1670,STORE-BR-010,STORE-BR-010,BR,Retail,retail_ops
MOV00000810,1951,2023-04-15,Reorganization,Store Operations,Store Operations,Stockroom,Cashier,IC1,IC1,1889,1281,STORE-BR-041,STORE-BR-041,BR,Retail,retail_ops
MOV00000811,1924,2023-04-15,Reorganization,Store Operations,Logistics,Store Management,Last Mile,M2,M2,503,1237,STORE-BR-012,STORE-BR-012,BR,Supply Chain,supply
MOV00000812,2482,2023-04-15,Reorganization,Sales,Sales,Floor Sales,Floor Sales,IC1,IC1,1085,2566,STORE-CL-005,STORE-CL-005,CL,Retail,retail_ops
MOV00000813,1162,2023-04-15,Reorganization,Customer Service,Distribution Centers,Chat,Inbound,IC3,IC3,702,741,SITE-BR-002,SITE-BR-002,BR,Supply Chain,supply
MOV00000814,2424,2023-04-15,Reorganization,Sales,Visual Merchandising,Floor Sales,Merchandising,IC1,IC1,2043,1908,STORE-BR-016,STORE-BR-016,BR,Retail,retail_ops
MOV00000815,2033,2023-04-15,Reorganization,Visual Merchandising,Logistics,Merchandising,Reverse Logistics,IC1,IC1,2385,2140,STORE-AR-004,STORE-AR-004,AR,Supply Chain,supply
MOV00000816,2206,2023-04-15,Reorganization,Regional Operations,Visual Merchandising,Region Southeast,Merchandising,IC2,IC2,2085,1031,STORE-AR-003,STORE-AR-003,AR,Retail,retail_ops
MOV00000817,1891,2023-04-15,Reorganization,Sales,Sales,Key Accounts,Floor Sales,IC1,IC1,1803,2043,STORE-BR-024,STORE-BR-024,BR,Retail,retail_ops
MOV00000818,529,2023-04-15,Reorganization,Logistics,Engineering,Transportation,Frontend,IC1,IC1,276,1368,DC-BR-004,DC-BR-004,BR,Digital,digital
MOV00000819,1694,2023-04-15,Reorganization,Distribution Centers,Visual Merchandising,Outbound,Merchandising,IC1,IC1,541,2564,DC-CL-001,DC-CL-001,CL,Retail,retail_ops
MOV00000820,2258,2023-04-15,Reorganization,Regional Operations,Procurement,Region South,Supplier Management,IC3,IC3,2541,2493,STORE-AR-009,STORE-AR-009,AR,Supply Chain,supply
MOV00000821,2398,2023-04-15,Reorganization,Sales,Store Operations,Key Accounts,Store Management,IC1,IC1,473,2188,STORE-BR-025,STORE-BR-025,BR,Retail,retail_ops
MOV00000822,2024,2023-04-15,Reorganization,Legal,Sales,Compliance,Floor Sales,M3,M3,2022,700,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000823,1503,2023-04-15,Reorganization,Marketing,Regional Operations,Performance,Region South,IC2,IC2,1027,773,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000824,840,2023-04-15,Reorganization,Customer Experience,Sales,CX Design,Key Accounts,IC2,IC2,1412,26,SITE-BR-003,SITE-BR-003,BR,Retail,retail_ops
MOV00000825,2123,2023-04-15,Reorganization,Visual Merchandising,Visual Merchandising,Store Design,Merchandising,IC2,IC2,1031,1031,STORE-AR-007,STORE-AR-007,AR,Retail,retail_ops
MOV00000826,2294,2023-04-15,Reorganization,Sales,Data & Analytics,Key Accounts,Business Intelligence,IC1,IC1,2291,2088,STORE-AR-008,STORE-AR-008,AR,Corporate,corporate
MOV00000827,1720,2023-04-15,Reorganization,Customer Service,Visual Merchandising,Chat,Store Design,IC1,IC1,486,2268,SITE-BR-003,SITE-BR-003,BR,Retail,retail_ops
MOV00000828,1803,2023-04-15,Reorganization,Sales,Finance,Floor Sales,Accounting,IC2,IC2,1866,652,STORE-BR-003,STORE-BR-003,BR,Corporate,corporate
MOV00000829,2282,2023-04-15,Reorganization,Sales,Engineering,Floor Sales,Platform,M2,M2,872,210,STORE-BR-029,STORE-BR-029,BR,Digital,digital
MOV00000830,208,2023-04-15,Reorganization,Engineering,Procurement,Frontend,Supplier Management,M2,M2,210,872,HQ-BR-001,HQ-BR-001,BR,Supply Chain,supply
MOV00000831,1800,2023-04-15,Reorganization,Customer Operations,Regional Operations,Order Support,Region South,IC1,IC1,1275,2153,SITE-AR-001,SITE-AR-001,AR,Retail,retail_ops
MOV00000832,2353,2023-04-15,Reorganization,Regional Operations,Sales,Region South,Key Accounts,IC1,IC1,1936,1508,STORE-MX-004,STORE-MX-004,MX,Retail,retail_ops
MOV00000833,1870,2023-04-15,Reorganization,Procurement,Customer Experience,Sourcing,Voice of Customer,IC2,IC2,1669,2535,DC-MX-002,DC-MX-002,MX,Customer,customer
MOV00000834,438,2023-04-15,Reorganization,Visual Merchandising,Visual Merchandising,Store Design,Store Design,M2,M2,281,899,STORE-AR-005,STORE-AR-005,AR,Retail,retail_ops
MOV00000835,380,2023-04-15,Reorganization,Store Operations,Sales,Cashier,Key Accounts,IC1,IC1,375,2265,STORE-AR-008,STORE-AR-008,AR,Retail,retail_ops
MOV00000836,93,2023-04-15,Reorganization,Customer Service,Regional Operations,Escalations,Region South,IC2,IC2,242,518,SITE-BR-003,SITE-BR-003,BR,Retail,retail_ops
MOV00000837,1783,2023-04-15,Reorganization,Product,Data,Product Management,Analytics Engineering,M4,M4,1110,1110,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000838,2132,2023-04-15,Reorganization,Store Operations,Customer Operations,Stockroom,Returns,IC1,IC1,1991,2461,STORE-AR-008,STORE-AR-008,AR,Customer,customer
MOV00000839,2459,2023-04-15,Reorganization,Data & Analytics,Customer Experience,Business Intelligence,CX Design,IC2,IC2,2338,1412,HQ-BR-001,HQ-BR-001,BR,Customer,customer
MOV00000840,1987,2023-04-15,Reorganization,Visual Merchandising,Sales,Store Design,Floor Sales,IC3,IC3,1018,1268,STORE-BR-013,STORE-BR-013,BR,Retail,retail_ops
MOV00000841,196,2023-04-15,Reorganization,E-commerce,Store Operations,Catalog,Store Management,M3,M3,873,700,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000842,2157,2023-04-15,Reorganization,Digital Marketing,Logistics,SEO,Transportation,M4,M4,1110,2175,HQ-BR-001,HQ-BR-001,BR,Supply Chain,supply
MOV00000843,2512,2023-04-15,Reorganization,Visual Merchandising,Sales,Merchandising,Key Accounts,IC2,IC2,2046,1866,STORE-BR-032,STORE-BR-032,BR,Retail,retail_ops
MOV00000844,2344,2023-04-15,Reorganization,Store Operations,Marketing,Security,Content,IC1,IC1,1889,1788,STORE-BR-020,STORE-BR-020,BR,Corporate,corporate
MOV00000845,1746,2023-04-15,Reorganization,Distribution Centers,Regional Operations,Outbound,Region South,IC1,IC1,770,1503,DC-BR-002,DC-BR-002,BR,Retail,retail_ops
MOV00000846,1342,2023-04-15,Reorganization,Store Operations,Visual Merchandising,Store Management,Store Design,IC2,IC2,1080,2046,STORE-BR-013,STORE-BR-013,BR,Retail,retail_ops
MOV00000847,809,2023-04-15,Reorganization,Store Operations,UX,Cashier,Research,IC2,IC2,89,675,STORE-BR-012,STORE-BR-012,BR,Digital,digital
MOV00000848,1311,2023-04-15,Reorganization,Customer Operations,Logistics,Order Support,Reverse Logistics,IC1,IC1,11,1280,SITE-BR-004,SITE-BR-004,BR,Supply Chain,supply
MOV00000849,1082,2023-04-15,Reorganization,Procurement,Sales,Indirect Procurement,Key Accounts,IC3,IC3,719,1379,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000850,1920,2023-04-15,Reorganization,Visual Merchandising,Marketing,Merchandising,Brand,IC1,IC1,2222,2062,STORE-AR-005,STORE-AR-005,AR,Corporate,corporate
MOV00000851,368,2023-04-15,Reorganization,Logistics,Procurement,Last Mile,Supplier Management,IC2,IC2,357,898,DC-AR-001,DC-AR-001,AR,Supply Chain,supply
MOV00000852,322,2023-04-15,Reorganization,Store Operations,Store Operations,Cashier,Stockroom,IC1,IC1,280,2592,STORE-BR-001,STORE-BR-001,BR,Retail,retail_ops
MOV00000853,557,2023-04-15,Reorganization,Customer Experience,Customer Experience,CX Design,Voice of Customer,IC3,IC3,516,2582,SITE-BR-002,SITE-BR-002,BR,Customer,customer
MOV00000854,1914,2023-04-15,Reorganization,Engineering,Distribution Centers,SRE,Inbound,IC1,IC1,1873,1906,HQ-BR-001,HQ-BR-001,BR,Supply Chain,supply
MOV00000855,2560,2023-04-15,Reorganization,Planning,Customer Operations,Demand Planning,Returns,IC1,IC1,2351,2478,DC-BR-001,DC-BR-001,BR,Customer,customer
MOV00000856,1737,2023-04-15,Reorganization,Engineering,Customer Operations,SRE,Order Support,IC4,IC4,1731,1165,HQ-BR-001,HQ-BR-001,BR,Customer,customer
MOV00000857,1584,2023-04-15,Reorganization,Regional Operations,Regional Operations,Region Southeast,Region North,IC1,IC1,174,1503,STORE-BR-034,STORE-BR-034,BR,Retail,retail_ops
MOV00000858,1133,2023-04-15,Reorganization,Marketing,Data & Analytics,CRM,Data Governance,IC2,IC2,1027,2338,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000859,2584,2023-04-15,Reorganization,Sales,Procurement,Key Accounts,Supplier Management,IC1,IC1,1508,2421,STORE-MX-002,STORE-MX-002,MX,Supply Chain,supply
MOV00000860,1952,2023-04-15,Reorganization,Distribution Centers,Sales,Inbound,Floor Sales,IC2,IC2,357,375,DC-AR-001,DC-AR-001,AR,Retail,retail_ops
MOV00000861,820,2023-04-15,Reorganization,Sales,Store Operations,Floor Sales,Store Management,IC2,IC2,379,2105,STORE-AR-009,STORE-AR-009,AR,Retail,retail_ops
MOV00000862,246,2023-04-15,Reorganization,Planning,Regional Operations,Demand Planning,Region South,M2,M2,10,1528,DC-BR-005,DC-BR-005,BR,Retail,retail_ops
MOV00000863,1390,2023-04-15,Reorganization,Regional Operations,Visual Merchandising,Region Southeast,Merchandising,IC4,IC4,406,1725,STORE-BR-037,STORE-BR-037,BR,Retail,retail_ops
MOV00000864,1936,2023-04-15,Reorganization,Regional Operations,Regional Operations,Region Southeast,Region North,IC2,IC2,1982,1982,STORE-MX-011,STORE-MX-011,MX,Retail,retail_ops
MOV00000865,1460,2023-04-15,Reorganization,Legal,Visual Merchandising,Corporate Legal,Store Design,IC4,IC4,403,1726,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000866,2598,2023-04-15,Reorganization,Procurement,Regional Operations,Sourcing,Region South,IC1,IC1,430,93,DC-BR-004,DC-BR-004,BR,Retail,retail_ops
MOV00000867,1912,2023-04-15,Reorganization,Distribution Centers,Product,Inbound,Product Management,IC3,IC3,970,1513,DC-BR-003,DC-BR-003,BR,Digital,digital
MOV00000868,59,2023-04-15,Reorganization,People,Risk,Learning & Development,Fraud,IC2,IC2,1431,1611,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000869,2074,2023-04-15,Reorganization,Customer Operations,Customer Service,Returns,Contact Center,IC2,IC2,1174,2391,SITE-BR-002,SITE-BR-002,BR,Customer,customer
MOV00000870,851,2023-04-15,Reorganization,E-commerce,Sales,Catalog,Key Accounts,IC5,IC5,281,1093,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000871,461,2023-04-15,Reorganization,Customer Service,Sales,Contact Center,Floor Sales,IC2,IC2,243,1082,SITE-BR-002,SITE-BR-002,BR,Retail,retail_ops
MOV00000872,1533,2023-04-15,Reorganization,Visual Merchandising,Visual Merchandising,Store Design,Merchandising,IC1,IC1,1238,2606,STORE-BR-007,STORE-BR-007,BR,Retail,retail_ops
MOV00000873,2126,2023-04-15,Reorganization,Regional Operations,Planning,Region Southeast,Supply Planning,IC1,IC1,1325,1306,STORE-BR-003,STORE-BR-003,BR,Supply Chain,supply
MOV00000874,1349,2023-04-15,Reorganization,Sales,Visual Merchandising,Key Accounts,Store Design,IC1,IC1,998,2385,STORE-AR-002,STORE-AR-002,AR,Retail,retail_ops
MOV00000875,2093,2023-04-15,Reorganization,Visual Merchandising,Store Operations,Merchandising,Stockroom,IC2,IC2,365,2105,STORE-AR-009,STORE-AR-009,AR,Retail,retail_ops
MOV00000876,2255,2023-04-15,Reorganization,Customer Service,Regional Operations,Contact Center,Region Southeast,IC1,IC1,2223,2117,SITE-AR-001,SITE-AR-001,AR,Retail,retail_ops
MOV00000877,2109,2023-04-15,Reorganization,Regional Operations,Engineering,Region Southeast,Backend,M1,M1,264,2282,STORE-BR-013,STORE-BR-013,BR,Digital,digital
MOV00000878,1863,2023-04-15,Reorganization,Sales,Customer Experience,Key Accounts,Voice of Customer,IC1,IC1,26,2459,STORE-BR-016,STORE-BR-016,BR,Customer,customer
MOV00000879,2221,2023-04-15,Reorganization,Strategy,Customer Service,PMO,Contact Center,IC2,IC2,2129,2488,HQ-BR-001,HQ-BR-001,BR,Customer,customer
MOV00000880,2263,2023-04-15,Reorganization,Regional Operations,Customer Service,Region North,Escalations,IC2,IC2,2258,1886,STORE-AR-008,STORE-AR-008,AR,Customer,customer
MOV00000881,739,2023-04-15,Reorganization,Distribution Centers,Regional Operations,Inventory,Region Southeast,IC3,IC3,741,183,DC-BR-005,DC-BR-005,BR,Retail,retail_ops
MOV00000882,555,2023-04-15,Reorganization,Distribution Centers,Customer Experience,Outbound,Voice of Customer,IC5,IC5,493,552,DC-BR-006,DC-BR-006,BR,Customer,customer
MOV00000883,1677,2023-04-15,Reorganization,Visual Merchandising,Marketplace Technology,Merchandising,Seller Platform,IC1,IC1,1667,2155,STORE-AR-001,STORE-AR-001,AR,Marketplace,digital
MOV00000884,243,2023-04-15,Reorganization,Customer Service,Marketplace Technology,Contact Center,Seller Platform,IC3,IC3,702,2590,SITE-BR-002,SITE-BR-002,BR,Marketplace,digital
MOV00000885,2209,2023-04-15,Reorganization,Sales,Marketing,Key Accounts,Brand,IC1,IC1,975,1995,STORE-BR-019,STORE-BR-019,BR,Corporate,corporate
MOV00000886,1183,2023-04-15,Reorganization,Data,Store Operations,Data Science,Security,IC3,IC3,618,1152,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000887,1915,2023-04-15,Reorganization,Store Operations,Sales,Stockroom,Key Accounts,M1,M1,1321,2531,STORE-BR-033,STORE-BR-033,BR,Retail,retail_ops
MOV00000888,2403,2023-04-15,Reorganization,Distribution Centers,Store Operations,Outbound,Cashier,IC2,IC2,1938,1982,DC-MX-001,DC-MX-001,MX,Retail,retail_ops
MOV00000889,323,2023-04-15,Reorganization,Customer Operations,Risk,Returns,Risk Management,IC1,IC1,765,957,SITE-BR-001,SITE-BR-001,BR,Corporate,corporate
MOV00000890,2318,2023-04-15,Reorganization,Regional Operations,Customer Experience,Region North,CX Design,IC1,IC1,2011,2575,STORE-AR-008,STORE-AR-008,AR,Customer,customer
MOV00000891,2205,2023-04-15,Reorganization,Customer Service,Sales,Contact Center,Key Accounts,IC1,IC1,2135,1952,SITE-AR-001,SITE-AR-001,AR,Retail,retail_ops
MOV00000892,1824,2023-04-15,Reorganization,Customer Experience,Visual Merchandising,Voice of Customer,Store Design,IC1,IC1,1795,2402,SITE-MX-001,SITE-MX-001,MX,Retail,retail_ops
MOV00000893,1180,2023-04-15,Reorganization,People,Visual Merchandising,People Analytics,Merchandising,IC4,IC4,928,1911,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000894,740,2023-04-15,Reorganization,Data,Regional Operations,Analytics Engineering,Region South,IC2,IC2,1183,739,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000895,2271,2023-04-15,Reorganization,Store Operations,Procurement,Store Management,Indirect Procurement,IC2,IC2,2113,953,STORE-BR-028,STORE-BR-028,BR,Corporate,corporate
MOV00000896,1821,2023-04-15,Reorganization,Procurement,Regional Operations,Contracts,Region Southeast,IC2,IC2,1082,773,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000897,1093,2023-04-15,Reorganization,Sales,UX,Key Accounts,Design System,M1,M1,2282,194,STORE-BR-034,STORE-BR-034,BR,Digital,digital
MOV00000898,2261,2023-04-15,Reorganization,Sales,Sales,Floor Sales,Key Accounts,IC1,IC1,998,2604,STORE-AR-001,STORE-AR-001,AR,Retail,retail_ops
MOV00000899,618,2023-04-15,Reorganization,Data,Store Operations,Data Engineering,Stockroom,IC4,IC4,153,1027,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000900,2370,2023-04-15,Reorganization,Sales,Marketing,Floor Sales,Content,M2,M2,1810,1810,STORE-MX-004,STORE-MX-004,MX,Corporate,corporate
MOV00000901,2274,2023-04-15,Reorganization,Marketing,Customer Service,Brand,Contact Center,IC3,IC3,1846,702,HQ-BR-001,HQ-BR-001,BR,Customer,customer
MOV00000902,2022,2023-04-15,Reorganization,People,Visual Merchandising,HR Business Partner,Store Design,M4,M4,309,1563,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000903,1531,2023-04-15,Reorganization,Sales,Store Operations,Floor Sales,Store Management,IC1,IC1,1493,690,STORE-BR-006,STORE-BR-006,BR,Retail,retail_ops
MOV00000904,2447,2023-04-15,Reorganization,Visual Merchandising,Store Operations,Merchandising,Stockroom,IC2,IC2,1987,280,STORE-BR-013,STORE-BR-013,BR,Retail,retail_ops
MOV00000905,137,2023-04-15,Reorganization,Procurement,Logistics,Contracts,Reverse Logistics,IC1,IC1,175,1616,HQ-BR-001,HQ-BR-001,BR,Supply Chain,supply
MOV00000906,100,2023-04-15,Transfer,Finance,Marketplace Operations,Treasury,Quality,IC2,IC2,254,2427,HQ-BR-001,HQ-BR-001,BR,Marketplace,digital
MOV00000907,1492,2023-04-15,Transfer,Customer Experience,Legal,CX Design,Labor Legal,IC1,IC1,411,591,SITE-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000908,1686,2023-04-15,Transfer,Store Operations,Logistics,Store Management,Last Mile,IC2,IC2,1982,2638,STORE-MX-005,DC-MX-002,MX,Supply Chain,supply
MOV00000909,1691,2023-04-15,Transfer,Strategy,Store Operations,M&A,Cashier,IC3,IC3,959,2611,HQ-CO-001,STORE-CO-003,CO,Retail,retail_ops
MOV00000910,1742,2023-04-15,Transfer,Store Operations,Customer Operations,Security,Returns,IC2,IC2,1014,1174,STORE-BR-029,SITE-BR-002,BR,Customer,customer
MOV00000911,1878,2023-04-15,Transfer,Distribution Centers,Sales,Inventory,Floor Sales,IC2,IC2,1669,1085,DC-MX-001,STORE-CL-003,CL,Retail,retail_ops
MOV00000912,2247,2023-04-15,Transfer,Customer Service,Marketplace Technology,Contact Center,Seller Platform,M1,M1,1429,2323,SITE-BR-001,HQ-BR-001,BR,Marketplace,digital
MOV00000913,2302,2023-04-15,Transfer,Customer Service,Regional Operations,Chat,Region South,IC1,IC1,1595,1203,SITE-AR-001,STORE-AR-008,AR,Retail,retail_ops
MOV00000914,522,2023-04-15,Lateral Move,Engineering,Marketing,Platform,Brand,IC3,IC3,210,1846,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000915,592,2023-04-15,Lateral Move,Customer Operations,Finance,Returns,Controlling,M1,M1,448,929,SITE-BR-002,HQ-BR-001,BR,Corporate,corporate
MOV00000916,1865,2023-04-15,Lateral Move,Customer Operations,Finance,Order Support,FP&A,IC1,IC1,1050,765,SITE-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000917,1957,2023-04-15,Lateral Move,Logistics,Sales,Transportation,Key Accounts,IC1,IC1,690,840,DC-BR-005,STORE-BR-041,BR,Retail,retail_ops
MOV00000918,2478,2023-04-15,Demotion,Customer Operations,Customer Operations,Returns,Returns,IC2,IC1,1562,1742,SITE-BR-004,SITE-BR-004,BR,Customer,customer
MOV00000919,858,2023-05-15,Transfer,Store Operations,Customer Experience,Cashier,CX Design,IC1,IC1,2188,1985,SITE-BR-003,SITE-BR-002,BR,Customer,customer
MOV00000920,936,2023-05-15,Transfer,Data,Customer Operations,Data Engineering,Returns,IC2,IC2,1961,1562,HQ-BR-001,SITE-BR-001,BR,Customer,customer
MOV00000921,1846,2023-06-15,Transfer,Marketing,Store Operations,Content,Cashier,IC4,IC4,1326,1108,HQ-BR-001,STORE-BR-044,BR,Retail,retail_ops
MOV00000922,2022,2023-06-15,Transfer,Visual Merchandising,Sales,Store Design,Key Accounts,M4,M4,1563,212,HQ-BR-001,STORE-BR-002,BR,Retail,retail_ops
MOV00000923,2075,2023-06-15,Transfer,Legal,Distribution Centers,Compliance,Inventory,IC1,IC1,75,2708,HQ-BR-001,DC-BR-004,BR,Supply Chain,supply
MOV00000924,2105,2023-06-15,Transfer,Store Operations,Risk,Security,Internal Audit,IC3,IC3,1191,2696,STORE-AR-002,HQ-AR-001,AR,Corporate,corporate
MOV00000925,2268,2023-06-15,Transfer,Visual Merchandising,Data,Store Design,Data Engineering,IC2,IC2,2565,1961,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000926,2572,2023-06-15,Transfer,Sales,Sales,Floor Sales,Floor Sales,M2,M2,872,2024,STORE-BR-033,STORE-BR-010,BR,Retail,retail_ops
MOV00000927,532,2023-06-15,Lateral Move,Data,Regional Operations,Data Engineering,Region Southeast,IC2,IC2,1183,229,HQ-BR-001,STORE-BR-002,BR,Retail,retail_ops
MOV00000928,1007,2023-06-15,Lateral Move,Visual Merchandising,Visual Merchandising,Store Design,Merchandising,IC1,IC1,994,2612,STORE-BR-003,STORE-BR-005,BR,Retail,retail_ops
MOV00000929,2446,2023-06-15,Lateral Move,Legal,UX,Labor Legal,Design System,M2,M2,2024,876,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000930,690,2023-07-15,Transfer,Store Operations,Risk,Cashier,Risk Management,IC2,IC2,760,248,DC-BR-003,HQ-BR-001,BR,Corporate,corporate
MOV00000931,1897,2023-07-15,Transfer,Regional Operations,Regional Operations,Region North,Region South,IC1,IC1,1105,1214,STORE-BR-029,STORE-BR-015,BR,Retail,retail_ops
MOV00000932,2136,2023-07-15,Transfer,Marketplace Operations,Distribution Centers,Quality,Outbound,IC2,IC2,2045,665,HQ-BR-001,DC-BR-003,BR,Supply Chain,supply
MOV00000933,1474,2023-07-15,Lateral Move,Procurement,Product,Sourcing,Product Ops,IC3,IC3,1215,404,DC-BR-005,HQ-BR-001,BR,Digital,digital
MOV00000934,1927,2023-07-15,Lateral Move,Customer Service,Customer Service,Contact Center,Escalations,IC5,IC5,592,2464,SITE-BR-003,SITE-BR-001,BR,Customer,customer
MOV00000935,2005,2023-07-15,Lateral Move,Store Operations,Store Operations,Cashier,Cashier,IC1,IC1,1991,2752,STORE-AR-003,STORE-AR-003,AR,Retail,retail_ops
MOV00000936,2521,2023-07-15,Lateral Move,Marketplace Operations,Visual Merchandising,Quality,Store Design,M2,M2,1814,1814,HQ-BR-001,STORE-BR-006,BR,Retail,retail_ops
MOV00000937,2593,2023-07-15,Lateral Move,Risk,Finance,Fraud,Controlling,IC2,IC2,2166,2647,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000938,2684,2023-07-15,Lateral Move,Planning,Customer Operations,Supply Planning,Returns,IC1,IC1,1306,936,DC-BR-002,SITE-BR-002,BR,Customer,customer
MOV00000939,2501,2023-07-15,Demotion,Sales,Sales,Key Accounts,Key Accounts,IC2,IC1,2386,1763,STORE-BR-041,STORE-BR-041,BR,Retail,retail_ops
MOV00000940,2747,2023-07-15,Demotion,People,People,HR Business Partner,HR Business Partner,M1,IC5,1654,2406,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000941,1085,2023-08-15,Transfer,Sales,Regional Operations,Key Accounts,Region South,IC5,IC5,2326,1572,STORE-CL-001,STORE-CL-002,CL,Retail,retail_ops
MOV00000942,1371,2023-08-15,Transfer,Customer Operations,Marketing,Returns,Brand,IC1,IC1,765,2366,SITE-BR-002,HQ-BR-001,BR,Corporate,corporate
MOV00000943,1758,2023-08-15,Transfer,Customer Operations,Customer Service,Returns,Chat,IC1,IC1,1050,2640,SITE-BR-002,SITE-BR-001,BR,Customer,customer
MOV00000944,2555,2023-08-15,Transfer,E-commerce,Marketing,Checkout,CRM,IC1,IC1,2363,2533,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000945,2733,2023-08-15,Transfer,Regional Operations,Store Operations,Region Southeast,Stockroom,IC1,IC1,2664,2188,STORE-BR-008,STORE-BR-021,BR,Retail,retail_ops
MOV00000946,2753,2023-08-15,Transfer,Store Operations,Regional Operations,Store Management,Region Southeast,IC1,IC1,850,1821,STORE-BR-043,STORE-BR-042,BR,Retail,retail_ops
MOV00000947,511,2023-08-15,Lateral Move,Procurement,Data,Supplier Management,Data Science,IC1,IC1,786,1403,DC-BR-002,HQ-BR-001,BR,Digital,digital
MOV00000948,1118,2023-08-15,Lateral Move,Regional Operations,Distribution Centers,Region North,Inbound,IC3,IC3,1390,741,STORE-BR-040,DC-BR-002,BR,Supply Chain,supply
MOV00000949,1919,2023-08-15,Lateral Move,Customer Experience,Regional Operations,Voice of Customer,Region North,IC1,IC1,976,1842,HQ-BR-001,STORE-BR-026,BR,Retail,retail_ops
MOV00000950,2323,2023-08-15,Lateral Move,Seller Management,Planning,Seller Growth,Demand Planning,M2,M2,1510,833,HQ-BR-001,DC-BR-002,BR,Supply Chain,supply
MOV00000951,1281,2023-08-15,Demotion,Store Operations,Store Operations,Cashier,Cashier,IC2,IC1,2498,850,STORE-BR-015,STORE-BR-015,BR,Retail,retail_ops
MOV00000952,2030,2023-09-15,Promotion,Visual Merchandising,Visual Merchandising,Merchandising,Merchandising,IC1,IC2,1667,1031,STORE-AR-003,STORE-AR-003,AR,Retail,retail_ops
